permit_number,streetname,Cross Street 1,Cross Street 2,Permit Type,Agent,AgentPhone,Permit Purpose,Approved Date,Status,cnn,permit_zipcode,permit_start_date,permit_end_date,permit_address,24/7 Contact,Inspector,CurbRampWork,X,Y,Latitude,Longitude,Location
15IE-0782,MISSION ST,MAIN ST,BEALE ST,StrtImprov,"A.R. Sanchez-Corea & Associates, Inc.",415.333.8080,CONSTRUCT (N) 45-STORY OFFICE BUILDING,05/09/2017,ACTIVE,9085000,94105,,,250 HOWARD ST,Refer to Agent,Mario Novoa,,6014439.32264,2115766.00798,37.790301765851,-122.393899262756,POINT (-122.393899262756 37.790301765851)
16WR-0568,STILLMAN ST,03RD ST,04TH ST,Wireless,AT&T Mobility,925-549-9671,,03/14/2018,APPROVED,12192000,94107,03/29/2017,12/31/2027,470 03RD ST,Refer to Agent (925) 549-9671,JonJo Diase,,6013648.46689,2112588.43032,37.7815328892289,-122.396412767926,POINT (-122.396412767926 37.7815328892289)
19EXC-01751,AVILA ST,RICO WAY,,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,26985000,,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,true,6001140.69301,2121573.11628,37.8054985189599,-122.440328098688,POINT (-122.440328098688 37.8054985189599)
15IE-0782,HOWARD ST,MAIN ST,BEALE ST,StrtImprov,"A.R. Sanchez-Corea & Associates, Inc.",415.333.8080,CONSTRUCT (N) 45-STORY OFFICE BUILDING,05/09/2017,ACTIVE,7030000,94105,,,250 HOWARD ST,Refer to Agent,Mario Novoa,,6014439.32264,2115766.00798,37.790301765851,-122.393899262756,POINT (-122.393899262756 37.790301765851)
15WR-0445,VALENCIA ST,CLINTON PARK,BROSNAN ST,Wireless,Verizon Wireless,4082195442,,11/20/2015,APPROVED,13055000,94103,11/20/2015,08/31/2026,235 VALENCIA ST,Refer to Agent Kevin Bowyer 408-219-5442,,,6006128.79132,2108246.85502,37.7691906459761,-122.422118748105,POINT (-122.422118748105 37.7691906459761)
19EXC-01751,UNION ST,BUCHANAN ST,WEBSTER ST,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,12870000,94123,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,,6003189.09229,2118582.13424,37.7974024781533,-122.433025511714,POINT (-122.433025511714 37.7974024781533)
11SW-0074,SANCHEZ ST,CUMBERLAND ST,20TH ST,SpecSide,Richard A. Miller,415-6736300,Reverse 10.42% slope from curb toward property per existing neighborhood pattern.,12/19/2012,ACTIVE,11520000,94114,,,677 SANCHEZ ST,Refer to Agent,Amanda Moore,,6003733.01428,2104369.18594,37.7584080809473,-122.430128942758,POINT (-122.430128942758 37.7584080809473)
19EXC-01141,COLE ST,HAIGHT ST,,Excavation,A. Ruiz Construction Co.,(415)310-0157,Upper Haight Transit Improvements and Pedestrian Realm Project,05/31/2019,APPROVED,26417000,,06/03/2019,08/31/2021,,Refer to Agent 415-310-0157,Tiffany Montoya,true,5998011.92666,2108559.86256,37.7695889311163,-122.450216975549,POINT (-122.450216975549 37.7695889311163)
17WR-0263,SUTTER ST,POWELL ST,MASON ST,Wireless,AT&T Mobility,,,02/02/2018,APPROVED,12323000,94108,02/02/2018,11/30/2028,449 POWELL ST,Refer to Agent (925) 549-9671,,,6010146.98571,2115378.71018,37.7889988606644,-122.40872317497,POINT (-122.40872317497 37.7889988606644)
16WR-0114,PRESIDIO AVE,CALIFORNIA ST,MASONIC AVE \ PINE ST,Wireless,Verizon Wireless,415-989-1102,,06/02/2017,APPROVED,10766000,94118,06/02/2017,03/31/2028,3333 CALIFORNIA ST,Refer to Agent,,,5998571.65814,2114839.29426,37.7868626414677,-122.448733241323,POINT (-122.448733241323 37.7868626414677)
18WR-0062,FRANCISCO ST,ALHAMBRA ST \ SCOTT ST,DIVISADERO ST,Wireless,"Mobilitie, LLC",650-814-0564,,10/04/2018,APPROVED,5775000,94123,10/04/2018,07/31/2029,2295 FRANCISCO ST,Refer to Agent,,,6000416.11606,2119885.22905,37.8008227510968,-122.442714316249,POINT (-122.442714316249 37.8008227510968)
15WR-0399,HYDE ST,ELLIS ST,OFARRELL ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,01/28/2016,APPROVED,7118000,94109,01/28/2016,10/31/2026,430 HYDE ST,Nicole Mason 510-468-3802,,,6008013.13499,2113925.31479,37.7848884442648,-122.416003072074,POINT (-122.416003072074 37.7848884442648)
19EXC-00121,01ST ST,FOLSOM ST,GUY PL,Excavation,"Precision Engineering, Inc.",415-802-6641,Various Locations Pavement Renovation No.37 and Sewer Replacement,03/05/2019,APPROVED,111000,94105,03/08/2019,07/08/2020,,Juan Perez (415) 760-8744,Joseph Liu,,6014328.33934,2114593.06877,37.7870749775328,-122.394201106742,POINT (-122.394201106742 37.7870749775328)
14WR-0112,LARKIN ST,GREENWICH ST,LOMBARD ST,Wireless,"ExteNet Systems, Inc.",5042014632,,11/30/2015,APPROVED,8153000,94109,11/30/2015,08/31/2026,2565 LARKIN ST,"Matt Yergovich, 415-596-3474",Tony Botts,,6006590.93836,2120041.51384,37.8016019379206,-122.421357911737,POINT (-122.421357911737 37.8016019379206)
16wr-0122,BRODERICK ST,SUTTER ST,BUSH ST,Wireless,Verizon Wireless,415-989-1102,,10/30/2017,APPROVED,3203000,94115,10/30/2017,07/31/2028,2502 SUTTER ST,Refer to Agent,,,6000572.67677,2114198.1046,37.7852163215909,-122.441764164602,POINT (-122.441764164602 37.7852163215909)
15WR-0227,BRYANT ST,06TH ST,HARRIET ST,Wireless,Verizon Wireless,4082195442,,01/06/2016,APPROVED,3289000,94103,01/06/2016,10/31/2026,819 BRYANT ST,Refer to Agent Kevin Bowyer 408-219-5442,,,6011741.53829,2110507.53193,37.7757129222935,-122.402863467807,POINT (-122.402863467807 37.7757129222935)
05IE-0170,MISSOURI ST,20TH ST,SIERRA ST,StrtImprov,Swatt Architects,(510) 985-9779,"Remove and reconstruct sidewalk and  curb  per approved plan with 2' pavement conform and sidewalk conform as necessary as directed by the inspector.   Field inspection MANDATORY prior to excavation and pouring concrete, Call 554-7149 to schedule.",02/06/2007,ACTIVE,9212000,94107,,,571 MISSOURI ST,,,,6013608.06934,2104420.39745,37.7591030476454,-122.395979962325,POINT (-122.395979962325 37.7591030476454)
19EXC-01751,BROADWAY,LAGUNA ST,BUCHANAN ST,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,3175000,94115,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,,6003809.01127,2117617.72099,37.7947895907132,-122.430811571939,POINT (-122.430811571939 37.7947895907132)
15MSE-0601,CHANNEL ST,07TH ST,CAROLINA ST,MinorEnc,"A.R. Sanchez-Corea & Associates, Inc.",415-333-8080,The purpose of the encroachment is to construct new gas meters encroaching 3’-4” into the sidewalk and public benches fronting the subject property.,06/07/2017,ACTIVE,3891000,94107,,,100 HOOPER ST,Refer to Agent,Mario Novoa,,6012724.06454,2107815.6482,37.7683764308831,-122.399275633585,POINT (-122.399275633585 37.7683764308831)
14WR-0115,VALLEJO ST,WHITE ST,LARKIN ST,Wireless,"ExteNet Systems, Inc.",5042014632,,12/01/2015,APPROVED,13106000,94109,12/01/2015,09/30/2026,1379 VALLEJO ST,"Matt Yergovich, 415-596-3474",Tony Botts,,6006973.87034,2118376.21468,37.7970510281623,-122.419914550523,POINT (-122.419914550523 37.7970510281623)
18EXC-6333,GEARY BLVD,PARKER AVE,BEAUMONT AVE,Excavation,"JMB Construction, Inc.",(415) 740-0269,GEARY BLVD SEWER AND WATER IMPROVEMENTS,01/24/2019,ACTIVE,6052201,94118,01/28/2019,02/15/2021,3746 GEARY BLVD,415-740 0269,Marc Anthony Bura,,5995352.21757,2112920.9126,37.7814106569753,-122.459732679274,POINT (-122.459732679274 37.7814106569753)
19EXC-00229,DORADO TER,END,END,Excavation,"Precision Engineering, Inc.",415-802-8666,2793J - Park Merced,04/05/2019,APPROVED,4915000,94112,04/22/2019,07/31/2020,,Juan Perez - 415 760 8744,Denny Phan,,5994501.28167,2093085.98872,37.7269000536455,-122.46123824809,POINT (-122.46123824809 37.7269000536455)
15WR-0020,MARKET ST,02ND ST,MONTGOMERY ST \ NEW MONTGOMERY ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,01/20/2016,APPROVED,8743201,94104,01/20/2016,10/31/2026,2 MONTGOMERY ST,Nicole Mason 510-468-3802,,,6012119.28229,2115478.53314,37.7893832202121,-122.401906268242,POINT (-122.401906268242 37.7893832202121)
16WR-0347,24TH ST,HARRISON ST,BALMY ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,09/19/2017,APPROVED,1336000,94110,09/19/2017,06/30/2028,3000 24TH ST,"Joseph Camicia, 415-722-1183",,,6008871.60046,2102200.55084,37.7527431961513,-122.412204096202,POINT (-122.412204096202 37.7527431961513)
18EXC-4330,16TH ST,OWENS ST,,Excavation,Bay Area Lightworks,415-822-2336,Contract 64 New Traffic Signals,01/17/2019,APPROVED,23784000,,02/01/2019,07/29/2020,,Jim Lau 415-822-2336,Bo Sousa,,6014622.955079,2107163.509097,37.766691446714,-122.392661868608,POINT (-122.392661868608 37.766691446714)
19EXC-01141,HAIGHT ST,ASHBURY ST,CLAYTON ST,Excavation,A. Ruiz Construction Co.,(415)310-0157,Upper Haight Transit Improvements and Pedestrian Realm Project,05/31/2019,APPROVED,6619000,94117,06/03/2019,08/31/2021,,Refer to Agent 415-310-0157,Tiffany Montoya,,5998725.38451,2108659.28303,37.7699027174723,-122.447756318962,POINT (-122.447756318962 37.7699027174723)
18EXC-6333,GEARY BLVD,LYON ST,PRESIDIO AVE,Excavation,"JMB Construction, Inc.",(415) 740-0269,GEARY BLVD SEWER AND WATER IMPROVEMENTS,01/24/2019,ACTIVE,6045202,94118,01/28/2019,02/15/2021,3746 GEARY BLVD,415-740 0269,Marc Anthony Bura,,5995352.21757,2112920.9126,37.7814106569753,-122.459732679274,POINT (-122.459732679274 37.7814106569753)
15WR-0533,22ND ST,SANCHEZ ST,,Wireless,Crown Castle NG West LLC,408-468-5575,,12/10/2015,APPROVED,25667000,94114,12/10/2015,09/30/2026,3700 22ND ST,Refer to Agent,,,6003698.8175,2103074.58747,37.7548514837645,-122.430154854849,POINT (-122.430154854849 37.7548514837645)
18EXC-6333,GEARY BLVD,SCOTT ST,DIVISADERO ST,Excavation,"JMB Construction, Inc.",(415) 740-0269,GEARY BLVD SEWER AND WATER IMPROVEMENTS,01/24/2019,ACTIVE,6043101,94118,01/28/2019,02/15/2021,3746 GEARY BLVD,415-740 0269,Marc Anthony Bura,,5995352.21757,2112920.9126,37.7814106569753,-122.459732679274,POINT (-122.459732679274 37.7814106569753)
18EXC-3708,35TH AVE,CLEMENT ST,GEARY BLVD,Excavation,M Squared Construction,415-597-6690,"16- Inch and 8 -Inch ducitle iron water main installation, sewer replacement, and pavement renovation on Geary boulevard from 32nd to 48th Avenues",10/11/2018,APPROVED,1764000,94121,10/15/2018,11/29/2020,,Shane McCarthy 415-597-6690,Daniel Brugmann,,5985005.38627,2112829.42333,37.7805590174629,-122.495520412219,POINT (-122.495520412219 37.7805590174629)
19EXC-01751,JACKSON ST,LAGUNA ST,,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,26565000,,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,true,6004139.02588,2116995.00458,37.7930984625096,-122.429625242428,POINT (-122.429625242428 37.7930984625096)
15CN-0116,GRANVILLE WAY,ULLOA ST,PUBLIC PARK,conformity,DNM Architect,(415) 348-8910,,06/08/2015,ACTIVE,6421000,94127,,,174 GRANVILLE WAY,Refer to Agent,Jody Monahan,,5994429.568,2098661.5648,37.742205085307,-122.461890283095,POINT (-122.461890283095 37.742205085307)
18EXC-6333,GEARY BLVD,WEBSTER ST,FILLMORE ST,Excavation,"JMB Construction, Inc.",(415) 740-0269,GEARY BLVD SEWER AND WATER IMPROVEMENTS,01/24/2019,ACTIVE,6041102,94118,01/28/2019,02/15/2021,3746 GEARY BLVD,415-740 0269,Marc Anthony Bura,,5995352.21757,2112920.9126,37.7814106569753,-122.459732679274,POINT (-122.459732679274 37.7814106569753)
18WR-0042,POST ST,GOUGH ST,LAGUNA ST,Wireless,"ExteNet Systems, Inc.",415-722-1183,,08/16/2018,APPROVED,10643000,94109,08/16/2018,05/31/2029,1510 POST ST,"Joseph Camicia, 415-722-1183",,,6004807.15026,2114528.94416,37.7863650888943,-122.427137757856,POINT (-122.427137757856 37.7863650888943)
19IE-00281,MISSION ST,03RD ST,04TH ST,StrtImprov,"A.R. Sanchez-Corea & Associates, Inc.",(415) 333-8080,"Remove and reconstruct sidewalk, per approved plan with 2' pavement conform and sidewalk conform as necessary as directed by the inspector.   Field inspection MANDATORY prior to excavation and pouring concrete, Call 554-7149 to schedule.  This permit is in conjunction with MSEs.",03/22/2019,APPROVED,9095101,94103,06/16/2019,06/15/2021,706 MISSION ST,Refer to Agent,Mario Novoa,,6011914.84635,2114325.58433,37.7862060830296,-122.402532490158,POINT (-122.402532490158 37.7862060830296)
04IE-038,05TH AVE,LAKE ST,CALIFORNIA ST,StrtImprov,Scott Adams,(707) 542-2680,Reconstruct new curb and sidewalk to City Standards. Saw-cut 2' of AC gutter and replace with 2in ACWS on 8in concrete base as directed by BSM inspector.,02/10/2004,ACTIVE,276000,94118,,,153 05TH AVE,,,,5994240.92631,2114582.52739,37.7859090330236,-122.463697813319,POINT (-122.463697813319 37.7859090330236)
16WR-0467,MASON ST,BAY ST,NORTH POINT ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,04/19/2017,APPROVED,8838000,94133,04/19/2017,01/31/2028,400 BAY ST,"Matt Yergovich, 1-415-596-3474",,,6008805.60847,2121500.99747,37.8057339279914,-122.41379741503,POINT (-122.41379741503 37.8057339279914)
19EXC-00229,CHRISTOPHER DR,OAK PARK DR,,Excavation,"Precision Engineering, Inc.",415-802-8666,2793J - Park Merced,04/05/2019,APPROVED,27047000,,04/22/2019,07/31/2020,,Juan Perez - 415 760 8744,Denny Phan,true,5995176.95442,2102999.7567,37.7541596692856,-122.459620208399,POINT (-122.459620208399 37.7541596692856)
16WR-0142,CLAY ST,MONTGOMERY ST,KEARNY ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,01/18/2017,APPROVED,4086000,94111,01/18/2017,10/31/2027,555 MONTGOMERY ST,matt yergovich 415.596.3474,,,6011776.32136,2117324.86869,37.7944336716507,-122.403222813204,POINT (-122.403222813204 37.7944336716507)
12IE-0515,06TH ST,MINNA ST,NATOMA ST,StrtImprov,AC Contracting,415.297.4687,Remove and replace sidewalk over basement per approved plan.  Additional paving as required and directed by DPW/BSM inspector,10/24/2012,ACTIVE,330000,94103,,,139 06TH ST,Refer to Agent,Amanda Moore,,6010339.49878,2112280.83448,37.780503610121,-122.407838567146,POINT (-122.407838567146 37.780503610121)
16v-0061,MARIPOSA ST,03RD ST,TENNESSEE ST,Vault,rg-architecture,415 649-6202,One new transformer vault (5.5 ft x 9.5 ft) on Mariposa St fronting the subject property,09/07/2017,ACTIVE,8713000,94107,,,595 MARIPOSA ST,415-649-6202,Mario Novoa,,6015509.703,2106216.71735,37.7641409705315,-122.389528603377,POINT (-122.389528603377 37.7641409705315)
19EXC-01751,CAPRA WAY,AVILA ST,SCOTT ST,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,3686000,94123,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,,6000861.63353,2120510.34583,37.8025645427366,-122.441217519699,POINT (-122.441217519699 37.8025645427366)
09IE-0116,WHITNEY ST,30TH ST,RANDALL ST,StrtImprov,Calzadilla/Talania Associates,(415) 864-8084,"Remove and reconstruct new curb cut for a new garage per approved plan, remove and reconstruct-damaged sidewalk per City Standards and per guidelines from DPW/BSM Inspector.",09/18/2009,ACTIVE,13608000,94131,,,39 WHITNEY ST,Refer to Agent,Sonny Villanueva,,6004315.22277,2098050.82324,37.7410922843234,-122.42766524174,POINT (-122.42766524174 37.7410922843234)
18EXC-4330,STERLING ST,BRYANT ST,I-80 E ON RAMP,Excavation,Bay Area Lightworks,415-822-2336,Contract 64 New Traffic Signals,01/17/2019,APPROVED,12157000,94107,02/01/2019,07/29/2020,,Jim Lau 415-822-2336,Bo Sousa,,6014606.6331,2113447.89853,37.7839460668137,-122.393158103753,POINT (-122.393158103753 37.7839460668137)
14CN-0254,SPRINGFIELD DR,OCEAN AVE,EUCALYPTUS DR,conformity,Nelson Cheung,(415) 812-4686,,11/14/2014,ACTIVE,12055000,94132,,,57 SPRINGFIELD DR,415 9393642,Jody Monahan,,5986750.61682,2095489.39792,37.7330500878632,-122.488208307859,POINT (-122.488208307859 37.7330500878632)
18IE-0941,AVENUE OF THE PALMS,MACALLA RD \ TREASURE ISLAND RD,CLIPPER COVE WAY,StrtImprov,Treasure Island Community Development,,Construction Phase 1 Infrastructure Improvements for Treasure island,11/06/2018,APPROVED,14087201,94130,01/31/2019,12/31/2021,,Refer to Agent,,,6021277.69508,2124488.58773,37.8146296772168,-122.370842082448,POINT (-122.370842082448 37.8146296772168)
15WR-0111,MASON ST,SACRAMENTO ST,EWER PL,Wireless,"ExteNet Systems, Inc.",415-377-7826,,12/23/2015,APPROVED,8813000,94108,12/23/2015,09/30/2026,1022 MASON ST,Nicole Mason 510-468-3802,,,6009534.09742,2116949.78982,37.7932783181581,-122.410954706469,POINT (-122.410954706469 37.7932783181581)
18WR-0189,FILBERT ST,BRODERICK ST,BAKER ST,Wireless,"GTE Mobilnet of California, Limited Partnership",415-989-1102,,04/29/2019,APPROVED,5527000,94123,04/29/2019,01/31/2030,2762 FILBERT ST,Refer to Agent,,,5999718.49869,2118485.95855,37.7969409344821,-122.445027706918,POINT (-122.445027706918 37.7969409344821)
16WR-0185,01ST ST,NATOMA ST,HOWARD ST,Wireless,AT&T Mobility,510-206-1674,,01/18/2017,APPROVED,106000,94105,01/18/2017,10/31/2027,500 HOWARD ST,Refer to Agent (925) 549-9671,,,6013676.59873,2115082.33413,37.7883821393448,-122.396490309276,POINT (-122.396490309276 37.7883821393448)
18TC-0458,KEARNY ST,BUSH ST,PINE ST,TableChair,PACHINO PIZZERIA,415-312-3042,"Three (3) Tables and one (1) Bench occupying approximately 65.5 sq. ft. in the public right-of-way on 318 KEARNY ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 11:00 AM and 10:00 PM.",04/29/2019,APPROVED,7753000,94108,04/15/2019,06/15/2020,318 KEARNY ST,Refer to Agent,,,6011525.8445,2116063.91189,37.7909573939522,-122.404000718449,POINT (-122.404000718449 37.7909573939522)
19EXC-00121,20TH ST,KANSAS ST,,Excavation,"Precision Engineering, Inc.",415-802-6641,Various Locations Pavement Renovation No.37 and Sewer Replacement,03/05/2019,APPROVED,23761000,,03/08/2019,07/08/2020,,Juan Perez (415) 760-8744,Joseph Liu,true,6011568.98329,2104649.00184,37.7596170878148,-122.403048212152,POINT (-122.403048212152 37.7596170878148)
19EXC-00229,CHRISTOPHER DR,BLAIRWOOD LN,OAK PARK DR,Excavation,"Precision Engineering, Inc.",415-802-8666,2793J - Park Merced,04/05/2019,APPROVED,4000000,94131,04/22/2019,07/31/2020,,Juan Perez - 415 760 8744,Denny Phan,,5995352.2528,2103149.39214,37.7545806087746,-122.459024821477,POINT (-122.459024821477 37.7545806087746)
16WR-0168,BUSH ST,POWELL ST,MASON ST,Wireless,"ExteNet Systems, Inc.",925-963-9204,,10/14/2016,APPROVED,3437000,94102,10/14/2016,07/31/2027,776 BUSH ST,Refer to Agent,,,6009785.75349,2115792.01217,37.7901134493716,-122.410002184864,POINT (-122.410002184864 37.7901134493716)
16WR-0464,HYDE ST,LYNCH ST,BROADWAY,Wireless,"ExteNet Systems, Inc.",415-377-7826,,06/28/2017,APPROVED,7133000,94109,06/28/2017,03/31/2028,1626 HYDE ST,"Matt Yergovich, 1-415-596-3474",,,6007454.47141,2117944.38844,37.795892405141,-122.418220918327,POINT (-122.418220918327 37.795892405141)
19EXC-00229,DELLBROOK AVE,OLYMPIA WAY,GREENVIEW CT,Excavation,"Precision Engineering, Inc.",415-802-8666,2793J - Park Merced,04/05/2019,APPROVED,4691000,94131,04/22/2019,07/31/2020,,Juan Perez - 415 760 8744,Denny Phan,,5997221.26433,2102203.12608,37.7520896616251,-122.452493033487,POINT (-122.452493033487 37.7520896616251)
16WR-0500,NORTH POINT ST,POWELL ST,MASON ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,04/27/2017,APPROVED,9689000,94133,04/27/2017,01/31/2028,300 BAY ST,Matt Yergovich 415-596-3474,,,6009097.86707,2121542.32711,37.8058638170982,-122.412788931052,POINT (-122.412788931052 37.8058638170982)
14WR-0120,GREENWICH ST,GRENARD TER,VAN NESS AVE,Wireless,"ExteNet Systems, Inc.",5042014632,,12/01/2015,APPROVED,6510000,94109,12/01/2015,09/30/2026,1487 GREENWICH ST,"Matt Yergovich, 415-596-3474",Tony Botts,,6005836.58816,2119599.56492,37.8003459000003,-122.42393686492,POINT (-122.42393686492 37.8003459000003)
16WR-0383,PALOU AVE,LANE ST,03RD ST \ MENDELL ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,07/10/2017,APPROVED,10222000,94124,07/10/2017,04/30/2028,1578 PALOU AVE,415-722-1183,,,6015031.94838,2095192.3575,37.7338438928229,-122.39041069673,POINT (-122.39041069673 37.7338438928229)
16WR-0200,MONTGOMERY ST,BROADWAY,VALLEJO ST,Wireless,"ExteNet Systems, Inc.",925-963-9204,,10/06/2016,APPROVED,9311000,94133,10/06/2016,07/31/2027,400 BROADWAY,Refer to Agent,,,6011564.95499,2118746.1434,37.7983243430522,-122.404054240617,POINT (-122.404054240617 37.7983243430522)
08IE-0232,BROADWAY,BUCHANAN ST,WEBSTER ST,StrtImprov,"KCA Engineers, Inc.",(415) 546-7111,Reconstuct concrete sidewalk & curb with min. 2' saw-cut / AC paving conform per City and County of San Francisco Standards. All work directed by DPW Inspector.,12/09/2008,ACTIVE,3176000,94115,,,2170 BROADWAY,Ken Litle,Michael Pavich,,6003227.21412,2117649.90675,37.7948449843577,-122.432826969076,POINT (-122.432826969076 37.7948449843577)
19EXC-00229,DELLBROOK AVE,STARVIEW WAY,OLYMPIA WAY,Excavation,"Precision Engineering, Inc.",415-802-8666,2793J - Park Merced,04/05/2019,APPROVED,4690000,94131,04/22/2019,07/31/2020,,Juan Perez - 415 760 8744,Denny Phan,,5997015.76931,2101547.43733,37.7502775276312,-122.453156332628,POINT (-122.453156332628 37.7502775276312)
